time,deviceName,temperature,humidity,pressure_hPa,battery_mV,battery_pct,rssi,snr
2025-12-17 10:04:21,NODO 1.28,20.95,69.04,1005.0,3945.0,86.3,-105,8.8
2025-12-17 10:33:56,NODO 1.28,21.24,68.49,1005.0,3945.0,86.3,-104,8.5
2025-12-17 11:03:53,NODO 1.28,21.48,67.88,1004.0,3945.0,86.3,-103,11.0
2025-12-17 11:33:47,NODO 1.28,21.46,73.43,1004.0,3945.0,86.3,-97,12.8
