time,deviceName,temperature,humidity,pressure_hPa,battery_mV,rssi,snr
2025-11-28 00:00:29,NodoTest,20.95,60.5,1003.0,28.0,-114,-3.0
2025-11-28 00:01:29,NodoTest,20.96,60.59,1003.0,28.0,-112,3.0
2025-11-28 00:02:30,NodoTest,20.97,60.54,1003.0,28.0,-103,9.0
2025-11-28 00:03:30,NodoTest,20.97,60.54,1003.0,28.0,-110,3.0
2025-11-28 00:04:30,NodoTest,20.98,60.6,1003.0,28.0,-111,4.3
2025-11-28 00:05:30,NodoTest,20.98,60.61,1003.0,28.0,-114,1.0
2025-11-28 00:06:30,NodoTest,20.98,60.58,1003.0,28.0,-106,8.3
