time,deviceName,temperature,humidity,pressure_hPa,battery_mV,rssi,snr
2025-11-21 00:00:18,NodoTest2,19.94,61.41,1005.0,20.0,-108,6.5
time,deviceName,temperature,humidity,pressure_hPa,battery_mV,rssi,snr
2025-11-21 00:00:18,NodoTest2,19.94,61.41,1005.0,20.0,-108,6.5
2025-11-21 00:01:18,NodoTest2,19.94,61.24,1005.0,28.0,-106,7.0
2025-11-21 00:01:18,NodoTest2,19.94,61.24,1005.0,28.0,-106,7.0
2025-11-21 00:02:18,NodoTest2,19.93,61.02,1005.0,26.0,-106,8.3
2025-11-21 00:02:18,NodoTest2,19.93,61.02,1005.0,26.0,-106,8.3
2025-11-21 00:03:18,NodoTest2,19.93,60.89,1005.0,22.0,-108,6.5
2025-11-21 00:03:18,NodoTest2,19.93,60.89,1005.0,22.0,-108,6.5
2025-11-21 00:04:18,NodoTest2,19.92,60.74,1005.0,22.0,-106,8.3
2025-11-21 00:04:18,NodoTest2,19.92,60.74,1005.0,22.0,-106,8.3
2025-11-21 00:05:18,NodoTest2,19.9,60.54,1005.0,20.0,-107,5.0
2025-11-21 00:05:18,NodoTest2,19.9,60.54,1005.0,20.0,-107,5.0
2025-11-21 00:06:19,NodoTest2,19.89,60.5,1005.0,20.0,-108,7.0
2025-11-21 00:06:19,NodoTest2,19.89,60.5,1005.0,20.0,-108,7.0
2025-11-21 00:07:19,NodoTest2,19.87,60.39,1005.0,22.0,-106,8.5
2025-11-21 00:07:19,NodoTest2,19.87,60.39,1005.0,22.0,-106,8.5
