time,deviceName,accXRMS,accYRMS,accZRMS,temperature,humidity,bvoc,iaq,anomaly
2025-12-21 00:00:00,optaA,5.0,144.0,4081.0,44.89,65.16,2.54,143.0,-4.45
2025-12-21 00:00:01,optaA,7.0,145.0,4074.0,44.89,65.16,2.54,143.0,-4.45
2025-12-21 00:00:02,optaA,4.0,147.0,4084.0,44.89,65.16,2.54,143.0,-4.45
2025-12-21 00:00:03,optaA,8.0,146.0,4082.0,44.89,65.16,2.51,142.0,-4.46
2025-12-21 00:00:04,optaA,7.0,144.0,4074.0,44.89,65.16,2.51,142.0,-4.45
2025-12-21 00:00:05,optaA,5.0,146.0,4075.0,44.89,65.16,2.51,142.0,-4.44
2025-12-21 00:00:06,optaA,6.0,139.0,4083.0,44.89,65.16,2.51,142.0,-4.45
2025-12-21 00:00:07,optaA,6.0,145.0,4086.0,44.89,65.16,2.51,142.0,-4.46
2025-12-21 00:00:08,optaA,5.0,142.0,4082.0,44.89,65.16,2.51,142.0,-4.45
2025-12-21 00:00:09,optaA,5.0,144.0,4084.0,44.89,65.15,2.54,143.0,-4.45
2025-12-21 00:00:10,optaA,7.0,143.0,4078.0,44.89,65.15,2.54,143.0,-4.45
2025-12-21 00:00:11,optaA,6.0,145.0,4081.0,44.89,65.15,2.54,143.0,-4.45
2025-12-21 00:00:12,optaA,5.0,147.0,4083.0,44.89,65.15,2.54,143.0,-4.45
2025-12-21 00:00:13,optaA,4.0,145.0,4078.0,44.89,65.15,2.52,142.0,-4.45
2025-12-21 00:00:14,optaA,6.0,143.0,4076.0,44.89,65.15,2.52,142.0,-4.45
2025-12-21 00:00:15,optaA,4.0,140.0,4079.0,44.89,65.15,2.52,142.0,-4.45
2025-12-21 00:00:16,optaA,7.0,144.0,4079.0,44.89,65.15,2.52,142.0,-4.46
2025-12-21 00:00:17,optaA,5.0,146.0,4079.0,44.89,65.15,2.52,142.0,-4.45
2025-12-21 00:00:18,optaA,6.0,140.0,4078.0,44.89,65.15,2.52,142.0,-4.45
2025-12-21 00:00:19,optaA,8.0,150.0,4078.0,44.89,65.15,2.55,143.0,-4.46
2025-12-21 00:00:20,optaA,9.0,144.0,4081.0,44.89,65.15,2.55,143.0,-4.46
2025-12-21 00:00:21,optaA,5.0,139.0,4078.0,44.89,65.15,2.55,143.0,-4.44
2025-12-21 00:00:22,optaA,7.0,142.0,4079.0,44.89,65.15,2.58,144.0,-4.45
2025-12-21 00:00:23,optaA,4.0,141.0,4074.0,44.89,65.15,2.58,144.0,-4.44
2025-12-21 00:00:24,optaA,8.0,144.0,4077.0,44.89,65.15,2.58,144.0,-4.46
2025-12-21 00:00:25,optaA,6.0,141.0,4078.0,44.89,65.15,2.61,145.0,-4.45
2025-12-21 00:00:26,optaA,7.0,146.0,4077.0,44.89,65.15,2.61,145.0,-4.45
2025-12-21 00:00:27,optaA,6.0,141.0,4079.0,44.89,65.15,2.61,145.0,-4.45
2025-12-21 00:00:28,optaA,6.0,145.0,4080.0,44.89,65.15,2.59,144.0,-4.46
2025-12-21 00:00:29,optaA,8.0,143.0,4079.0,44.89,65.15,2.59,144.0,-4.46
2025-12-21 00:00:31,optaA,4.0,143.0,4078.0,44.89,65.15,2.59,144.0,-4.45
2025-12-21 00:00:32,optaA,5.0,143.0,4078.0,44.89,65.15,2.56,144.0,-4.45
2025-12-21 00:00:33,optaA,5.0,142.0,4080.0,44.89,65.15,2.56,144.0,-4.45
2025-12-21 00:00:34,optaA,6.0,141.0,4076.0,44.89,65.15,2.56,144.0,-4.45
2025-12-21 00:00:35,optaA,5.0,146.0,4077.0,44.89,65.15,2.54,143.0,-4.45
2025-12-21 00:00:36,optaA,4.0,144.0,4079.0,44.89,65.15,2.54,143.0,-4.45
2025-12-21 00:00:37,optaA,9.0,146.0,4082.0,44.89,65.15,2.54,143.0,-4.46
2025-12-21 00:00:38,optaA,7.0,140.0,4078.0,44.89,65.15,2.58,144.0,-4.46
2025-12-21 00:00:39,optaA,6.0,143.0,4072.0,44.89,65.15,2.58,144.0,-4.46
2025-12-21 00:00:40,optaA,6.0,144.0,4075.0,44.89,65.15,2.58,144.0,-4.45
2025-12-21 00:00:41,optaA,7.0,138.0,4081.0,44.89,65.15,2.57,144.0,-4.45
2025-12-21 00:00:42,optaA,4.0,145.0,4077.0,44.89,65.15,2.57,144.0,-4.45
2025-12-21 00:00:43,optaA,6.0,142.0,4076.0,44.89,65.15,2.57,144.0,-4.45
2025-12-21 00:00:44,optaA,4.0,144.0,4082.0,44.89,65.15,2.56,144.0,-4.45
2025-12-21 00:00:45,optaA,5.0,144.0,4080.0,44.89,65.15,2.56,144.0,-4.45
2025-12-21 00:00:46,optaA,4.0,147.0,4081.0,44.89,65.15,2.56,144.0,-4.45
2025-12-21 00:00:47,optaA,8.0,142.0,4080.0,44.91,65.13,2.55,143.0,-4.46
2025-12-21 00:00:48,optaA,7.0,137.0,4075.0,44.91,65.13,2.55,143.0,-4.45
2025-12-21 00:00:49,optaA,7.0,145.0,4078.0,44.91,65.13,2.55,143.0,-4.45
2025-12-21 00:00:50,optaA,7.0,147.0,4079.0,44.91,65.13,2.54,143.0,-4.45
2025-12-21 00:00:51,optaA,5.0,145.0,4080.0,44.91,65.13,2.54,143.0,-4.45
2025-12-21 00:00:52,optaA,4.0,143.0,4081.0,44.91,65.13,2.54,143.0,-4.45
2025-12-21 00:00:54,optaA,4.0,141.0,4080.0,44.91,65.13,2.54,143.0,-4.44
2025-12-21 00:00:54,optaA,7.0,145.0,4074.0,44.89,65.16,2.53,143.0,-4.46
2025-12-21 00:00:55,optaA,10.0,146.0,4080.0,44.89,65.16,2.53,143.0,-4.46
2025-12-21 00:00:57,optaA,7.0,140.0,4078.0,44.89,65.16,2.53,143.0,-4.45
2025-12-21 00:00:58,optaA,5.0,144.0,4075.0,44.89,65.16,2.51,142.0,-4.45
2025-12-21 00:00:59,optaA,5.0,145.0,4077.0,44.89,65.16,2.51,142.0,-4.45
2025-12-21 00:01:00,optaA,4.0,149.0,4076.0,44.89,65.16,2.51,142.0,-4.44
2025-12-21 00:01:01,optaA,5.0,143.0,4077.0,44.89,65.15,2.51,142.0,-4.45
2025-12-21 00:01:02,optaA,5.0,143.0,4082.0,44.89,65.15,2.51,142.0,-4.45
2025-12-21 00:01:03,optaA,5.0,144.0,4082.0,44.89,65.15,2.51,142.0,-4.45
2025-12-21 00:01:04,optaA,7.0,145.0,4081.0,44.89,65.15,2.54,143.0,-4.46
2025-12-21 00:01:05,optaA,5.0,146.0,4079.0,44.89,65.15,2.54,143.0,-4.45
2025-12-21 00:01:07,optaA,3.0,141.0,4081.0,44.89,65.15,2.52,143.0,-4.44
2025-12-21 00:01:08,optaA,6.0,144.0,4080.0,44.89,65.15,2.52,143.0,-4.45
2025-12-21 00:01:09,optaA,4.0,139.0,4080.0,44.89,65.15,2.52,143.0,-4.44
2025-12-21 00:01:10,optaA,5.0,149.0,4075.0,44.89,65.15,2.5,142.0,-4.45
2025-12-21 00:01:11,optaA,6.0,143.0,4080.0,44.89,65.15,2.5,142.0,-4.45
2025-12-21 00:01:12,optaA,8.0,145.0,4077.0,44.89,65.15,2.5,142.0,-4.46
2025-12-21 00:01:13,optaA,8.0,144.0,4076.0,44.89,65.15,2.5,142.0,-4.45
2025-12-21 00:01:14,optaA,8.0,141.0,4080.0,44.89,65.15,2.52,143.0,-4.46
2025-12-21 00:01:15,optaA,6.0,142.0,4082.0,44.89,65.15,2.52,143.0,-4.44
2025-12-21 00:01:16,optaA,4.0,148.0,4083.0,44.89,65.15,2.52,143.0,-4.45
2025-12-21 00:01:17,optaA,6.0,142.0,4083.0,44.91,65.13,2.48,141.0,-4.45
2025-12-21 00:01:18,optaA,8.0,141.0,4079.0,44.91,65.13,2.48,141.0,-4.45
2025-12-21 00:01:19,optaA,5.0,149.0,4082.0,44.91,65.13,2.48,141.0,-4.45
2025-12-21 00:01:20,optaA,8.0,142.0,4076.0,44.89,65.15,2.47,141.0,-4.46
2025-12-21 00:01:21,optaA,5.0,145.0,4075.0,44.89,65.15,2.47,141.0,-4.45
2025-12-21 00:01:22,optaA,6.0,143.0,4080.0,44.89,65.15,2.47,141.0,-4.45
2025-12-21 00:01:23,optaA,7.0,144.0,4077.0,44.89,65.15,2.49,142.0,-4.45
2025-12-21 00:01:24,optaA,4.0,148.0,4082.0,44.89,65.15,2.49,142.0,-4.45
2025-12-21 00:01:25,optaA,7.0,144.0,4078.0,44.89,65.15,2.49,142.0,-4.45
2025-12-21 00:01:26,optaA,5.0,142.0,4075.0,44.89,65.15,2.52,142.0,-4.45
2025-12-21 00:01:27,optaA,3.0,142.0,4081.0,44.89,65.15,2.52,142.0,-4.44
2025-12-21 00:01:28,optaA,9.0,143.0,4073.0,44.89,65.15,2.52,142.0,-4.45
2025-12-21 00:01:29,optaA,7.0,140.0,4076.0,44.91,65.13,2.49,142.0,-4.46
2025-12-21 00:01:30,optaA,6.0,142.0,4079.0,44.91,65.13,2.49,142.0,-4.45
2025-12-21 00:01:31,optaA,4.0,139.0,4082.0,44.91,65.13,2.49,142.0,-4.46
2025-12-21 00:01:32,optaA,6.0,143.0,4079.0,44.91,65.14,2.5,142.0,-4.45
2025-12-21 00:01:33,optaA,5.0,149.0,4080.0,44.91,65.14,2.5,142.0,-4.45
2025-12-21 00:01:34,optaA,4.0,147.0,4082.0,44.91,65.14,2.5,142.0,-4.44
2025-12-21 00:01:35,optaA,7.0,148.0,4074.0,44.91,65.14,2.5,142.0,-4.46
2025-12-21 00:01:36,optaA,6.0,139.0,4082.0,44.91,65.14,2.5,142.0,-4.45
2025-12-21 00:01:37,optaA,5.0,145.0,4081.0,44.91,65.14,2.5,142.0,-4.45
2025-12-21 00:01:38,optaA,6.0,141.0,4078.0,44.91,65.14,2.5,142.0,-4.45
2025-12-21 00:01:39,optaA,8.0,141.0,4077.0,44.89,65.16,2.48,141.0,-4.45
2025-12-21 00:01:41,optaA,3.0,139.0,4080.0,44.89,65.16,2.48,141.0,-4.44
2025-12-21 00:01:42,optaA,6.0,144.0,4081.0,44.89,65.16,2.54,143.0,-4.46
2025-12-21 00:01:43,optaA,8.0,145.0,4078.0,44.89,65.16,2.54,143.0,-4.46
2025-12-21 00:01:44,optaA,4.0,143.0,4079.0,44.89,65.16,2.54,143.0,-4.44
2025-12-21 00:01:45,optaA,7.0,146.0,4078.0,44.89,65.16,2.52,143.0,-4.46
