time,deviceName,accXRMS,accYRMS,accZRMS,temperature,humidity,bvoc,iaq,anomaly
2025-10-24 00:00:00,optaA,4.0,140.0,4077.0,42.73,73.17,3.19,226.0,-4.45
2025-10-24 00:00:01,optaA,4.0,143.0,4082.0,42.73,73.17,3.19,226.0,-4.46
2025-10-24 00:00:02,optaA,6.0,142.0,4081.0,42.73,73.17,3.19,226.0,-4.45
2025-10-24 00:00:03,optaA,4.0,143.0,4082.0,42.71,73.2,3.23,227.0,-4.44
2025-10-24 00:00:04,optaA,6.0,140.0,4081.0,42.71,73.2,3.23,227.0,-4.46
2025-10-24 00:00:05,optaA,6.0,144.0,4081.0,42.71,73.2,3.23,227.0,-4.46
2025-10-24 00:00:06,optaA,3.0,140.0,4082.0,42.71,73.2,3.23,227.0,-4.44
2025-10-24 00:00:07,optaA,6.0,144.0,4079.0,42.72,73.17,3.26,228.0,-4.45
2025-10-24 00:00:08,optaA,7.0,146.0,4082.0,42.72,73.17,3.26,228.0,-4.46
2025-10-24 00:00:09,optaA,7.0,141.0,4081.0,42.72,73.17,3.26,228.0,-4.46
2025-10-24 00:00:10,optaA,7.0,147.0,4076.0,42.72,73.17,3.28,229.0,-4.46
2025-10-24 00:00:11,optaA,3.0,148.0,4083.0,42.72,73.17,3.28,229.0,-4.45
2025-10-24 00:00:12,optaA,3.0,140.0,4083.0,42.72,73.17,3.28,229.0,-4.45
2025-10-24 00:00:13,optaA,5.0,140.0,4081.0,42.72,73.17,3.27,229.0,-4.45
2025-10-24 00:00:14,optaA,7.0,138.0,4083.0,42.72,73.17,3.27,229.0,-4.45
2025-10-24 00:00:15,optaA,4.0,143.0,4080.0,42.72,73.17,3.27,229.0,-4.45
2025-10-24 00:00:16,optaA,7.0,142.0,4081.0,42.73,73.18,3.17,226.0,-4.46
2025-10-24 00:00:17,optaA,6.0,140.0,4079.0,42.73,73.18,3.17,226.0,-4.45
2025-10-24 00:00:18,optaA,9.0,144.0,4083.0,42.73,73.18,3.17,226.0,-4.45
2025-10-24 00:00:19,optaA,6.0,146.0,4077.0,42.73,73.18,3.21,227.0,-4.45
2025-10-24 00:00:20,optaA,5.0,143.0,4082.0,42.73,73.18,3.21,227.0,-4.44
2025-10-24 00:00:21,optaA,8.0,145.0,4080.0,42.73,73.18,3.21,227.0,-4.45
2025-10-24 00:00:22,optaA,9.0,139.0,4081.0,42.73,73.18,3.16,225.0,-4.45
2025-10-24 00:00:23,optaA,7.0,139.0,4082.0,42.73,73.18,3.16,225.0,-4.45
2025-10-24 00:00:24,optaA,5.0,146.0,4080.0,42.73,73.18,3.16,225.0,-4.45
2025-10-24 00:00:25,optaA,5.0,142.0,4082.0,42.73,73.18,3.16,225.0,-4.44
2025-10-24 00:00:26,optaA,6.0,144.0,4080.0,42.71,73.2,3.21,227.0,-4.45
