time,deviceName,accXRMS,accYRMS,accZRMS,temperature,humidity,bvoc,iaq,anomaly
2025-10-18 00:00:00,optaA,8.0,142.0,4076.0,43.29,72.18,1.73,149.0,-4.46
2025-10-18 00:00:01,optaA,6.0,140.0,4078.0,43.29,72.18,1.7,148.0,-4.45
2025-10-18 00:00:02,optaA,5.0,137.0,4079.0,43.29,72.18,1.7,148.0,-4.44
2025-10-18 00:00:03,optaA,4.0,137.0,4074.0,43.29,72.18,1.7,148.0,-4.45
2025-10-18 00:00:04,optaA,9.0,146.0,4074.0,43.29,72.18,1.7,148.0,-4.46
2025-10-18 00:00:05,optaA,5.0,139.0,4079.0,43.29,72.18,1.7,148.0,-4.45
2025-10-18 00:00:06,optaA,4.0,141.0,4075.0,43.29,72.18,1.7,148.0,-4.45
2025-10-18 00:00:07,optaA,6.0,139.0,4078.0,43.29,72.18,1.7,148.0,-4.45
2025-10-18 00:00:08,optaA,5.0,138.0,4078.0,43.29,72.18,1.7,148.0,-4.46
2025-10-18 00:00:09,optaA,5.0,146.0,4075.0,43.29,72.18,1.7,148.0,-4.45
2025-10-18 00:00:10,optaA,7.0,146.0,4076.0,43.29,72.18,1.7,148.0,-4.45
2025-10-18 00:00:11,optaA,5.0,141.0,4077.0,43.29,72.18,1.7,148.0,-4.45
2025-10-18 00:00:12,optaA,6.0,136.0,4077.0,43.29,72.18,1.7,148.0,-4.45
2025-10-18 00:00:13,optaA,6.0,139.0,4075.0,43.29,72.18,1.7,148.0,-4.45
2025-10-18 00:00:14,optaA,8.0,141.0,4077.0,43.29,71.17,1.71,149.0,-4.45
2025-10-18 00:00:15,optaA,3.0,144.0,4076.0,43.29,71.17,1.71,149.0,-4.44
2025-10-18 00:00:16,optaA,5.0,141.0,4071.0,43.29,71.17,1.71,149.0,-4.45
2025-10-18 00:00:17,optaA,3.0,140.0,4079.0,43.29,71.17,1.7,148.0,-4.44
2025-10-18 00:00:18,optaA,6.0,144.0,4077.0,43.29,71.17,1.7,148.0,-4.46
2025-10-18 00:00:19,optaA,6.0,141.0,4075.0,43.29,71.17,1.7,148.0,-4.45
2025-10-18 00:00:20,optaA,4.0,140.0,4077.0,43.29,72.18,1.71,149.0,-4.43
2025-10-18 00:00:21,optaA,6.0,145.0,4077.0,43.29,72.18,1.71,149.0,-4.45
2025-10-18 00:00:22,optaA,3.0,142.0,4072.0,43.29,72.18,1.71,149.0,-4.44
2025-10-18 00:00:23,optaA,9.0,143.0,4074.0,43.29,72.18,1.74,150.0,-4.46
2025-10-18 00:00:24,optaA,5.0,141.0,4077.0,43.29,72.18,1.74,150.0,-4.45
2025-10-18 00:00:25,optaA,6.0,139.0,4076.0,43.29,72.18,1.74,150.0,-4.46
2025-10-18 00:00:26,optaA,6.0,140.0,4074.0,43.29,72.18,1.73,149.0,-4.45
2025-10-18 00:00:27,optaA,7.0,149.0,4076.0,43.29,72.18,1.73,149.0,-4.46
2025-10-18 00:00:28,optaA,6.0,139.0,4077.0,43.29,72.18,1.73,149.0,-4.45
2025-10-18 00:00:29,optaA,7.0,139.0,4076.0,43.29,71.17,1.73,149.0,-4.45
2025-10-18 00:00:30,optaA,5.0,138.0,4080.0,43.29,71.17,1.73,149.0,-4.44
2025-10-18 00:00:31,optaA,4.0,143.0,4074.0,43.29,71.17,1.73,149.0,-4.44
2025-10-18 00:00:32,optaA,6.0,143.0,4081.0,43.29,72.18,1.74,150.0,-4.45
2025-10-18 00:00:33,optaA,6.0,137.0,4079.0,43.29,72.18,1.74,150.0,-4.45
2025-10-18 00:00:34,optaA,6.0,145.0,4075.0,43.29,72.18,1.74,150.0,-4.45
2025-10-18 00:00:35,optaA,5.0,138.0,4079.0,43.29,72.18,1.74,150.0,-4.45
2025-10-18 00:00:36,optaA,5.0,138.0,4076.0,43.29,72.18,1.75,150.0,-4.45
2025-10-18 00:00:37,optaA,5.0,141.0,4073.0,43.29,72.18,1.75,150.0,-4.45
2025-10-18 00:00:38,optaA,8.0,139.0,4075.0,43.29,72.18,1.75,150.0,-4.46
2025-10-18 00:00:40,optaA,6.0,139.0,4078.0,43.29,72.18,1.74,150.0,-4.45
2025-10-18 00:00:40,optaA,4.0,141.0,4074.0,43.29,72.18,1.74,150.0,-4.45
2025-10-18 00:00:42,optaA,7.0,140.0,4075.0,43.29,72.18,1.74,150.0,-4.45
2025-10-18 00:00:42,optaA,8.0,142.0,4074.0,43.29,72.18,1.7,148.0,-4.45
2025-10-18 00:00:43,optaA,5.0,142.0,4076.0,43.29,72.18,1.7,148.0,-4.44
2025-10-18 00:00:45,optaA,6.0,145.0,4079.0,43.29,72.18,1.7,148.0,-4.45
