time,deviceName,accXRMS,accYRMS,accZRMS,temperature,humidity,bvoc,iaq,anomaly
2025-11-14 00:00:00,optaA,6.0,140.0,4057.0,42.67,73.18,0.91,112.0,-4.45
2025-11-14 00:00:01,optaA,7.0,144.0,4060.0,42.67,73.18,0.91,112.0,-4.46
2025-11-14 00:00:02,optaA,7.0,138.0,4059.0,42.67,73.18,0.9,110.0,-4.45
2025-11-14 00:00:03,optaA,3.0,140.0,4060.0,42.67,73.18,0.9,110.0,-4.44
2025-11-14 00:00:04,optaA,5.0,141.0,4059.0,42.67,73.18,0.9,110.0,-4.44
2025-11-14 00:00:05,optaA,7.0,144.0,4057.0,42.67,73.18,0.9,110.0,-4.45
2025-11-14 00:00:06,optaA,8.0,141.0,4060.0,42.67,73.18,0.9,110.0,-4.46
2025-11-14 00:00:07,optaA,6.0,143.0,4059.0,42.67,73.18,0.9,110.0,-4.44
2025-11-14 00:00:08,optaA,10.0,142.0,4058.0,42.67,73.18,0.89,109.0,-4.45
2025-11-14 00:00:09,optaA,8.0,145.0,4059.0,42.67,73.18,0.89,109.0,-4.46
2025-11-14 00:00:10,optaA,5.0,145.0,4060.0,42.67,73.18,0.89,109.0,-4.45
2025-11-14 00:00:11,optaA,7.0,142.0,4061.0,42.67,73.18,0.9,111.0,-4.46
2025-11-14 00:00:12,optaA,5.0,138.0,4057.0,42.67,73.18,0.9,111.0,-4.45
2025-11-14 00:00:13,optaA,5.0,137.0,4060.0,42.67,73.18,0.9,111.0,-4.45
2025-11-14 00:00:14,optaA,5.0,143.0,4059.0,42.66,73.2,0.91,113.0,-4.45
2025-11-14 00:00:15,optaA,4.0,142.0,4059.0,42.66,73.2,0.91,113.0,-4.44
2025-11-14 00:00:16,optaA,6.0,146.0,4057.0,42.66,73.2,0.91,113.0,-4.45
2025-11-14 00:00:17,optaA,3.0,145.0,4059.0,42.66,73.2,0.91,113.0,-4.44
2025-11-14 00:00:18,optaA,9.0,144.0,4053.0,42.67,73.17,0.91,112.0,-4.45
2025-11-14 00:00:19,optaA,8.0,143.0,4059.0,42.67,73.17,0.91,112.0,-4.45
2025-11-14 00:00:20,optaA,7.0,145.0,4061.0,42.67,73.17,0.91,112.0,-4.45
2025-11-14 00:00:21,optaA,2.0,145.0,4059.0,42.67,73.18,0.9,112.0,-4.44
2025-11-14 00:00:22,optaA,10.0,141.0,4056.0,42.67,73.18,0.9,112.0,-4.46
2025-11-14 00:00:23,optaA,5.0,136.0,4058.0,42.67,73.18,0.9,112.0,-4.45
2025-11-14 00:00:24,optaA,5.0,141.0,4063.0,42.68,73.15,0.91,112.0,-4.45
2025-11-14 00:00:25,optaA,6.0,143.0,4058.0,42.68,73.15,0.91,112.0,-4.46
2025-11-14 00:00:26,optaA,4.0,143.0,4060.0,42.68,73.15,0.91,112.0,-4.45
2025-11-14 00:00:27,optaA,10.0,141.0,4056.0,42.68,73.16,0.91,113.0,-4.46
2025-11-14 00:00:28,optaA,7.0,144.0,4060.0,42.68,73.16,0.91,113.0,-4.46
2025-11-14 00:00:29,optaA,6.0,140.0,4060.0,42.68,73.16,0.91,113.0,-4.45
2025-11-14 00:00:30,optaA,6.0,141.0,4058.0,42.67,73.19,0.91,112.0,-4.45
2025-11-14 00:00:31,optaA,7.0,138.0,4057.0,42.67,73.19,0.91,112.0,-4.45
2025-11-14 00:00:32,optaA,7.0,146.0,4058.0,42.67,73.19,0.91,112.0,-4.45
2025-11-14 00:00:33,optaA,4.0,141.0,4054.0,42.68,73.16,0.9,111.0,-4.45
2025-11-14 00:00:34,optaA,8.0,139.0,4055.0,42.68,73.16,0.9,111.0,-4.46
2025-11-14 00:00:35,optaA,6.0,141.0,4057.0,42.68,73.16,0.9,111.0,-4.45
2025-11-14 00:00:36,optaA,6.0,142.0,4059.0,42.67,73.19,0.9,111.0,-4.45
2025-11-14 00:00:37,optaA,6.0,140.0,4064.0,42.67,73.19,0.9,111.0,-4.45
2025-11-14 00:00:38,optaA,5.0,140.0,4057.0,42.67,73.19,0.9,111.0,-4.44
2025-11-14 00:00:39,optaA,6.0,139.0,4055.0,42.67,73.19,0.9,111.0,-4.45
2025-11-14 00:00:40,optaA,6.0,139.0,4060.0,42.67,73.19,0.9,111.0,-4.45
2025-11-14 00:00:41,optaA,7.0,145.0,4058.0,42.67,73.19,0.9,111.0,-4.45
2025-11-14 00:00:42,optaA,5.0,146.0,4056.0,42.67,73.19,0.9,111.0,-4.45
2025-11-14 00:00:43,optaA,10.0,140.0,4062.0,42.67,73.19,0.9,111.0,-4.46
2025-11-14 00:00:44,optaA,10.0,145.0,4054.0,42.67,73.19,0.9,111.0,-4.46
2025-11-14 00:00:45,optaA,6.0,139.0,4058.0,42.67,73.19,0.9,111.0,-4.44
2025-11-14 00:00:46,optaA,7.0,139.0,4056.0,42.67,73.18,0.9,110.0,-4.45
2025-11-14 00:00:47,optaA,8.0,143.0,4057.0,42.67,73.18,0.9,110.0,-4.45
2025-11-14 00:00:48,optaA,7.0,140.0,4055.0,42.67,73.18,0.9,110.0,-4.46
2025-11-14 00:00:49,optaA,9.0,140.0,4056.0,42.67,73.18,0.89,110.0,-4.45
