time,deviceName,accXRMS,accYRMS,accZRMS,temperature,humidity,bvoc,iaq,anomaly
2026-01-20 00:00:00,optaA,5.0,141.0,4113.0,45.91,76.19,3.17,243.0,-4.44
2026-01-20 00:00:01,optaA,7.0,141.0,4114.0,45.91,76.19,3.17,243.0,-4.45
2026-01-20 00:00:02,optaA,6.0,139.0,4111.0,45.91,76.19,3.16,243.0,-4.45
2026-01-20 00:00:03,optaA,8.0,142.0,4114.0,45.91,76.19,3.16,243.0,-4.45
2026-01-20 00:00:04,optaA,6.0,142.0,4115.0,45.91,76.19,3.16,243.0,-4.45
2026-01-20 00:00:05,optaA,8.0,139.0,4113.0,45.91,76.19,3.21,244.0,-4.45
2026-01-20 00:00:06,optaA,9.0,144.0,4114.0,45.91,76.19,3.21,244.0,-4.45
2026-01-20 00:00:07,optaA,4.0,137.0,4115.0,45.91,76.19,3.21,244.0,-4.44
2026-01-20 00:00:08,optaA,7.0,139.0,4111.0,45.91,77.21,3.13,241.0,-4.45
2026-01-20 00:00:09,optaA,5.0,139.0,4118.0,45.91,77.21,3.13,241.0,-4.45
2026-01-20 00:00:10,optaA,7.0,141.0,4112.0,45.91,77.21,3.13,241.0,-4.46
2026-01-20 00:00:11,optaA,5.0,138.0,4118.0,45.91,77.18,3.11,240.0,-4.45
2026-01-20 00:00:12,optaA,6.0,137.0,4117.0,45.91,77.18,3.11,240.0,-4.45
2026-01-20 00:00:13,optaA,10.0,138.0,4113.0,45.91,77.18,3.11,240.0,-4.45
2026-01-20 00:00:14,optaA,8.0,139.0,4114.0,45.91,77.18,3.07,239.0,-4.46
2026-01-20 00:00:15,optaA,5.0,140.0,4113.0,45.91,77.18,3.07,239.0,-4.45
2026-01-20 00:00:16,optaA,6.0,141.0,4111.0,45.91,77.18,3.07,239.0,-4.44
2026-01-20 00:00:17,optaA,8.0,140.0,4113.0,45.91,77.21,3.02,237.0,-4.45
2026-01-20 00:00:18,optaA,7.0,139.0,4121.0,45.91,77.21,3.02,237.0,-4.46
2026-01-20 00:00:19,optaA,4.0,139.0,4116.0,45.91,77.21,3.02,237.0,-4.45
2026-01-20 00:00:20,optaA,5.0,142.0,4115.0,45.91,77.18,2.99,236.0,-4.45
