time,deviceName,accXRMS,accYRMS,accZRMS,temperature,humidity,bvoc,iaq,anomaly
2025-11-25 00:00:00,optaA,5.0,140.0,4090.0,42.62,73.18,1.09,144.0,-4.45
2025-11-25 00:00:01,optaA,5.0,140.0,4088.0,42.62,73.18,1.09,144.0,-4.45
2025-11-25 00:00:02,optaA,6.0,140.0,4093.0,42.62,73.18,1.09,144.0,-4.45
2025-11-25 00:00:03,optaA,7.0,142.0,4086.0,42.63,73.16,1.09,143.0,-4.45
2025-11-25 00:00:04,optaA,8.0,140.0,4095.0,42.63,73.16,1.09,143.0,-4.46
2025-11-25 00:00:05,optaA,6.0,139.0,4094.0,42.63,73.16,1.09,143.0,-4.44
2025-11-25 00:00:06,optaA,5.0,143.0,4089.0,42.63,73.16,1.09,143.0,-4.45
2025-11-25 00:00:07,optaA,5.0,140.0,4096.0,42.62,73.19,1.1,145.0,-4.45
2025-11-25 00:00:08,optaA,8.0,142.0,4091.0,42.62,73.19,1.1,145.0,-4.46
2025-11-25 00:00:09,optaA,3.0,144.0,4092.0,42.62,73.19,1.1,145.0,-4.44
2025-11-25 00:00:10,optaA,6.0,142.0,4091.0,42.62,73.19,1.1,144.0,-4.45
2025-11-25 00:00:11,optaA,6.0,138.0,4093.0,42.62,73.19,1.1,144.0,-4.45
2025-11-25 00:00:12,optaA,6.0,141.0,4091.0,42.62,73.19,1.1,144.0,-4.45
2025-11-25 00:00:13,optaA,8.0,142.0,4092.0,42.62,73.18,1.09,143.0,-4.46
2025-11-25 00:00:14,optaA,7.0,145.0,4096.0,42.62,73.18,1.09,143.0,-4.45
2025-11-25 00:00:15,optaA,6.0,140.0,4096.0,42.62,73.18,1.09,143.0,-4.45
2025-11-25 00:00:16,optaA,4.0,139.0,4097.0,42.62,73.18,1.07,142.0,-4.46
2025-11-25 00:00:17,optaA,5.0,143.0,4094.0,42.62,73.18,1.07,142.0,-4.45
2025-11-25 00:00:18,optaA,3.0,141.0,4094.0,42.62,73.18,1.07,142.0,-4.45
2025-11-25 00:00:19,optaA,6.0,141.0,4094.0,42.62,73.18,1.06,140.0,-4.45
2025-11-25 00:00:20,optaA,3.0,141.0,4093.0,42.62,73.18,1.06,140.0,-4.44
2025-11-25 00:00:21,optaA,6.0,138.0,4088.0,42.62,73.18,1.06,140.0,-4.46
2025-11-25 00:00:22,optaA,4.0,146.0,4089.0,42.62,73.18,1.06,141.0,-4.44
