time,deviceName,max_dB,class_label,average_dB,stdev,rssi,snr
2025-12-11 16:20:59,INMP441,63.5,People,59.7,1.79,-108,7.0
2025-12-11 16:21:59,INMP441,63.7,People,59.5,1.58,-109,6.3
2025-12-11 16:23:00,INMP441,66.1,People,59.3,1.78,-106,7.8
2025-12-11 16:24:00,INMP441,65.1,People,59.9,1.75,-106,8.8
2025-12-11 16:25:00,INMP441,64.2,People,60.2,1.7,-109,-0.3
2025-12-11 16:26:00,INMP441,65.0,People,59.8,1.78,-107,7.8
2025-12-11 16:27:00,INMP441,64.5,People,59.6,1.73,-108,6.8
2025-12-11 16:28:00,INMP441,63.8,People,59.6,1.65,-109,6.3
2025-12-11 16:29:00,INMP441,68.1,People,60.1,2.06,-105,8.8
2025-12-11 16:30:04,INMP441,64.9,Background Noise,59.9,1.85,-105,9.3
2025-12-11 16:31:04,INMP441,66.8,People,60.4,2.06,-109,6.3
2025-12-11 16:32:04,INMP441,76.8,Background Noise,59.8,3.2,-111,4.5
2025-12-11 16:33:05,INMP441,77.0,Background Noise,60.3,2.97,-109,5.5
2025-12-11 16:34:04,INMP441,78.5,People,58.9,2.92,-109,6.0
2025-12-11 16:35:04,INMP441,66.4,People,60.4,1.9,-107,7.3
2025-12-11 16:36:05,INMP441,66.3,People,60.3,1.96,-110,2.3
2025-12-11 16:37:05,INMP441,71.2,People,60.8,2.0,-105,9.3
2025-12-11 16:38:05,INMP441,64.9,People,59.7,1.78,-110,5.8
2025-12-11 16:39:05,INMP441,64.7,People,59.9,1.73,-109,6.3
2025-12-11 16:40:05,INMP441,71.5,People,59.9,2.08,-104,10.0
2025-12-11 16:42:06,INMP441,63.8,People,59.7,1.74,-110,5.5
2025-12-11 16:43:06,INMP441,64.1,People,59.7,1.64,-107,7.3
2025-12-11 16:44:06,INMP441,74.6,Background Noise,60.9,2.22,-110,2.8
2025-12-11 16:45:00,INMP441,67.0,People,61.1,2.06,-105,9.5
2025-12-11 16:46:00,INMP441,68.0,Background Noise,60.5,1.76,-110,5.8
2025-12-11 16:47:00,INMP441,66.8,People,60.7,1.81,-113,2.5
2025-12-11 16:48:01,INMP441,64.2,People,59.8,1.71,-111,3.0
2025-12-11 16:49:01,INMP441,72.7,People,61.4,2.56,-109,5.8
2025-12-11 16:50:01,INMP441,71.1,People,61.5,2.63,-116,-5.5
2025-12-11 16:51:01,INMP441,67.9,People,60.7,1.99,-109,6.3
2025-12-11 16:52:20,INMP441,65.8,People,60.5,1.64,-111,4.3
2025-12-11 16:53:01,INMP441,70.0,People,59.9,1.91,-107,8.3
2025-12-11 16:54:01,INMP441,68.8,People,60.4,1.93,-113,2.0
2025-12-11 16:55:01,INMP441,64.2,People,59.7,1.79,-111,2.5
2025-12-11 16:56:01,INMP441,73.0,Background Noise,60.8,2.47,-112,3.8
2025-12-11 16:57:01,INMP441,69.2,People,60.2,2.01,-110,4.8
2025-12-11 16:58:01,INMP441,66.7,People,61.2,1.81,-113,-0.8
2025-12-11 16:59:01,INMP441,72.7,Background Noise,60.1,2.15,-110,5.8
2025-12-11 17:00:01,INMP441,69.8,People,60.6,1.75,-117,-5.0
2025-12-11 17:01:01,INMP441,73.2,People,60.0,1.9,-107,8.3
2025-12-11 17:02:01,INMP441,66.2,People,60.1,1.99,-115,-1.3
2025-12-11 17:03:01,INMP441,65.4,People,59.8,1.95,-111,5.0
2025-12-11 17:04:01,INMP441,75.3,Background Noise,61.0,2.54,-115,-4.0
2025-12-11 17:05:01,INMP441,68.6,Background Noise,59.8,1.84,-110,5.3
2025-12-11 17:06:01,INMP441,66.5,Background Noise,59.5,1.77,-113,2.0
2025-12-11 17:07:01,INMP441,63.9,Background Noise,59.3,1.68,-114,0.5
2025-12-11 17:08:01,INMP441,66.8,Background Noise,59.8,1.8,-114,-0.5
2025-12-11 17:09:01,INMP441,65.3,People,59.9,1.85,-107,7.5
2025-12-11 17:10:01,INMP441,65.5,Background Noise,59.8,1.57,-110,5.3
2025-12-11 17:11:01,INMP441,65.5,Background Noise,60.2,1.69,-110,5.3
2025-12-11 17:12:01,INMP441,63.5,People,59.3,1.65,-112,3.0
2025-12-11 17:13:01,INMP441,63.9,Background Noise,59.4,1.68,-109,6.5
2025-12-11 17:14:02,INMP441,65.5,People,60.0,1.6,-107,8.3
2025-12-11 17:15:02,INMP441,64.5,People,59.7,1.82,-115,-1.0
2025-12-11 17:16:02,INMP441,67.5,Background Noise,59.5,1.8,-110,5.3
2025-12-11 17:17:02,INMP441,71.3,People,60.3,2.14,-107,7.8
2025-12-11 17:18:02,INMP441,68.9,People,60.1,2.3,-109,6.5
2025-12-11 17:19:02,INMP441,68.6,People,60.2,2.12,-106,8.5
2025-12-11 17:20:02,INMP441,69.4,Vehicle,60.5,2.19,-110,5.0
2025-12-11 17:21:02,INMP441,74.0,People,61.3,2.49,-111,4.3
2025-12-11 17:22:02,INMP441,68.3,People,61.0,2.24,-111,4.3
2025-12-11 17:23:02,INMP441,71.2,People,61.2,2.25,-114,-0.8
2025-12-11 17:24:02,INMP441,68.2,People,60.8,2.45,-113,1.8
