time,deviceName,max_dB,class_label,average_dB,stdev,rssi,snr
2025-12-15 05:28:48,INMP441,62.7,Background Noise,58.6,1.68,-107,6.3
2025-12-15 05:29:48,INMP441,63.1,Background Noise,58.6,1.67,-106,7.8
2025-12-15 05:30:48,INMP441,63.5,People,58.5,1.6,-108,6.0
2025-12-15 05:31:48,INMP441,61.9,Background Noise,58.5,1.68,-106,5.8
2025-12-15 05:32:48,INMP441,62.4,People,58.6,1.65,-106,7.5
2025-12-15 05:33:48,INMP441,62.1,Background Noise,58.6,1.57,-106,8.3
2025-12-15 05:34:48,INMP441,62.6,People,58.4,1.62,-110,4.3
2025-12-15 05:35:48,INMP441,62.7,Background Noise,58.5,1.61,-105,5.5
2025-12-15 05:36:48,INMP441,62.1,Background Noise,58.4,1.59,-114,-0.3
2025-12-15 05:37:48,INMP441,62.2,People,58.6,1.67,-109,6.3
2025-12-15 05:38:49,INMP441,63.1,People,58.8,1.59,-110,4.3
2025-12-15 05:39:49,INMP441,62.9,Background Noise,58.7,1.57,-116,-5.0
2025-12-15 05:40:48,INMP441,63.2,People,58.7,1.56,-106,8.8
2025-12-15 05:41:48,INMP441,62.8,Background Noise,58.7,1.66,-106,6.8
2025-12-15 05:42:48,INMP441,63.3,Background Noise,58.6,1.64,-107,7.8
2025-12-15 05:43:49,INMP441,62.0,Background Noise,58.6,1.59,-107,7.8
2025-12-15 05:44:49,INMP441,62.3,People,58.8,1.57,-111,4.3
2025-12-15 05:45:49,INMP441,64.5,People,59.0,1.58,-106,8.8
2025-12-15 05:46:49,INMP441,62.8,People,58.9,1.62,-110,4.3
2025-12-15 05:47:49,INMP441,62.8,Background Noise,58.6,1.65,-107,8.0
2025-12-15 05:48:49,INMP441,63.0,Background Noise,58.9,1.64,-109,5.8
2025-12-15 05:49:49,INMP441,63.1,Background Noise,58.7,1.68,-107,7.8
2025-12-15 05:50:49,INMP441,63.9,People,58.9,1.65,-106,9.0
2025-12-15 05:51:49,INMP441,63.0,People,58.9,1.69,-106,6.5
2025-12-15 05:52:49,INMP441,63.6,Background Noise,58.8,1.56,-116,-4.8
2025-12-15 05:53:49,INMP441,63.3,Background Noise,58.8,1.72,-105,7.8
2025-12-15 05:54:49,INMP441,63.9,Background Noise,59.1,1.65,-111,3.5
2025-12-15 05:55:49,INMP441,63.8,People,59.0,1.68,-109,5.8
2025-12-15 05:56:49,INMP441,63.5,Background Noise,58.6,1.54,-107,7.8
2025-12-15 05:57:49,INMP441,63.6,Background Noise,58.8,1.7,-105,9.0
2025-12-15 05:58:49,INMP441,62.9,Background Noise,59.1,1.77,-107,8.3
2025-12-15 05:59:49,INMP441,65.5,Background Noise,59.0,1.81,-106,9.0
2025-12-15 06:00:49,INMP441,64.2,People,58.9,1.75,-116,-4.0
2025-12-15 06:01:49,INMP441,63.2,Background Noise,58.9,1.67,-106,5.8
2025-12-15 06:02:49,INMP441,62.8,Background Noise,59.1,1.66,-111,3.8
2025-12-15 06:03:49,INMP441,63.2,Background Noise,58.8,1.77,-116,-4.0
2025-12-15 06:04:49,INMP441,63.6,Background Noise,58.8,1.79,-110,5.8
2025-12-15 06:05:49,INMP441,62.9,People,58.9,1.69,-106,6.3
2025-12-15 06:06:49,INMP441,64.8,People,59.0,1.83,-107,6.0
2025-12-15 06:07:49,INMP441,63.3,People,58.9,1.67,-104,3.8
2025-12-15 06:08:49,INMP441,63.7,Background Noise,59.0,1.71,-107,7.8
2025-12-15 06:09:50,INMP441,63.8,Background Noise,58.9,1.78,-106,8.8
2025-12-15 06:10:50,INMP441,64.1,People,58.9,1.69,-109,6.3
2025-12-15 06:11:50,INMP441,64.1,Background Noise,59.0,1.85,-105,9.5
2025-12-15 06:12:50,INMP441,64.1,Background Noise,58.9,1.83,-115,-2.3
2025-12-15 06:13:50,INMP441,63.6,People,59.0,1.79,-105,7.3
2025-12-15 06:14:50,INMP441,64.9,Background Noise,59.0,1.82,-105,8.8
2025-12-15 06:15:50,INMP441,63.3,Background Noise,59.0,1.76,-105,9.3
2025-12-15 06:16:50,INMP441,63.6,People,59.1,1.66,-112,2.8
2025-12-15 06:17:50,INMP441,63.5,People,59.3,1.61,-106,9.0
2025-12-15 06:18:50,INMP441,64.6,Background Noise,59.4,1.82,-110,4.5
2025-12-15 06:19:50,INMP441,64.6,People,59.3,1.81,-105,8.8
2025-12-15 06:20:50,INMP441,64.1,Background Noise,59.2,1.7,-105,9.8
2025-12-15 06:21:50,INMP441,66.4,People,59.9,1.87,-115,-7.0
2025-12-15 06:22:50,INMP441,63.9,People,59.3,1.78,-107,8.3
2025-12-15 06:23:50,INMP441,63.8,People,59.2,1.63,-105,7.5
2025-12-15 06:24:50,INMP441,64.2,People,59.8,1.87,-109,6.0
2025-12-15 06:25:50,INMP441,64.8,Background Noise,59.7,1.77,-105,9.8
2025-12-15 06:26:50,INMP441,64.0,People,59.3,1.8,-109,6.5
2025-12-15 06:27:50,INMP441,64.2,Background Noise,59.1,1.61,-111,3.5
2025-12-15 06:28:50,INMP441,63.6,People,59.0,1.79,-107,8.0
2025-12-15 06:29:50,INMP441,63.9,Background Noise,59.2,1.8,-105,9.0
2025-12-15 06:30:50,INMP441,63.5,Background Noise,59.2,1.81,-106,8.5
2025-12-15 06:31:50,INMP441,64.4,Background Noise,59.2,1.72,-116,-4.0
2025-12-15 06:32:50,INMP441,65.2,Background Noise,59.4,1.84,-105,9.8
2025-12-15 06:33:50,INMP441,63.3,People,59.4,1.72,-106,7.3
2025-12-15 06:34:50,INMP441,65.1,Background Noise,59.4,1.69,-110,4.5
2025-12-15 06:35:51,INMP441,64.2,Background Noise,59.2,1.76,-105,7.5
2025-12-15 06:36:51,INMP441,64.4,People,59.4,1.84,-105,9.3
2025-12-15 06:37:51,INMP441,64.6,People,59.3,1.84,-106,8.3
2025-12-15 06:38:51,INMP441,65.8,Background Noise,59.5,2.02,-108,7.3
2025-12-15 06:39:51,INMP441,65.2,Background Noise,59.4,1.83,-106,8.8
2025-12-15 06:40:51,INMP441,64.4,Background Noise,59.6,1.89,-108,6.3
2025-12-15 06:41:51,INMP441,63.8,Background Noise,59.4,1.9,-116,-5.5
2025-12-15 06:42:51,INMP441,63.9,People,59.3,1.93,-109,6.3
2025-12-15 06:43:51,INMP441,64.5,People,59.2,1.94,-112,3.3
2025-12-15 06:44:51,INMP441,67.1,People,59.5,1.84,-105,7.3
2025-12-15 06:45:51,INMP441,64.3,Background Noise,59.4,1.79,-106,8.8
2025-12-15 06:46:51,INMP441,64.1,People,59.3,1.81,-109,6.8
2025-12-15 06:47:51,INMP441,63.7,People,59.4,1.83,-107,7.5
2025-12-15 06:48:51,INMP441,63.7,Background Noise,59.3,1.68,-106,8.0
2025-12-15 06:50:51,INMP441,63.7,People,59.4,1.75,-112,3.3
2025-12-15 06:51:51,INMP441,64.1,Background Noise,59.2,1.85,-106,8.5
2025-12-15 06:52:51,INMP441,64.6,Background Noise,59.4,1.87,-106,8.5
2025-12-15 06:53:51,INMP441,64.8,Background Noise,59.2,1.9,-115,-2.3
2025-12-15 06:54:51,INMP441,63.9,Background Noise,59.3,1.74,-105,7.3
2025-12-15 06:55:51,INMP441,64.4,People,59.3,1.88,-110,5.8
2025-12-15 06:56:51,INMP441,64.5,People,59.4,1.78,-108,7.0
2025-12-15 06:57:51,INMP441,64.6,Background Noise,59.5,1.81,-106,9.3
2025-12-15 06:58:51,INMP441,64.0,People,59.4,1.87,-110,5.5
2025-12-15 06:59:51,INMP441,63.9,Background Noise,59.5,1.76,-114,-0.5
2025-12-15 07:00:51,INMP441,65.1,People,59.5,1.79,-106,8.3
2025-12-15 07:01:51,INMP441,63.4,Background Noise,59.2,1.86,-105,7.8
2025-12-15 07:02:52,INMP441,65.9,Background Noise,59.4,1.86,-106,8.8
2025-12-15 07:03:52,INMP441,63.3,Background Noise,59.1,1.85,-109,6.8
2025-12-15 07:04:52,INMP441,65.0,Background Noise,59.5,1.83,-107,8.3
2025-12-15 07:05:52,INMP441,67.8,People,59.3,2.0,-113,1.8
2025-12-15 07:06:52,INMP441,64.9,Background Noise,59.3,1.88,-111,3.5
2025-12-15 07:07:52,INMP441,63.7,People,59.4,1.81,-109,5.5
2025-12-15 07:08:52,INMP441,66.5,People,59.7,1.78,-106,9.0
2025-12-15 07:09:52,INMP441,65.6,People,59.6,1.91,-108,7.0
2025-12-15 07:10:52,INMP441,67.4,People,59.8,2.09,-105,7.0
2025-12-15 07:11:52,INMP441,64.6,Background Noise,59.2,1.74,-107,8.0
2025-12-15 07:12:52,INMP441,63.5,People,59.4,1.78,-106,8.8
2025-12-15 07:13:52,INMP441,63.8,People,59.5,1.75,-116,-3.0
2025-12-15 07:14:52,INMP441,65.3,Background Noise,59.1,2.01,-111,4.0
2025-12-15 07:15:52,INMP441,63.8,People,59.5,1.9,-115,-2.8
2025-12-15 07:16:52,INMP441,64.7,People,59.6,1.87,-106,8.3
2025-12-15 07:17:52,INMP441,63.6,Background Noise,59.2,1.84,-110,4.3
2025-12-15 07:18:52,INMP441,63.8,Background Noise,59.4,1.95,-108,4.3
2025-12-15 07:19:52,INMP441,65.3,People,59.5,2.0,-107,7.3
2025-12-15 07:20:52,INMP441,64.1,People,59.5,1.93,-108,7.3
2025-12-15 07:21:52,INMP441,64.5,People,59.4,1.8,-107,8.0
2025-12-15 07:22:52,INMP441,64.1,People,59.3,1.85,-110,4.3
2025-12-15 07:23:52,INMP441,63.4,Background Noise,59.3,1.76,-112,2.3
2025-12-15 07:24:52,INMP441,64.5,People,59.4,1.89,-106,9.0
2025-12-15 07:25:52,INMP441,64.3,People,59.3,1.87,-107,8.3
2025-12-15 07:26:52,INMP441,64.9,People,59.3,1.81,-107,7.5
2025-12-15 07:28:53,INMP441,63.8,Background Noise,59.4,1.78,-108,7.3
2025-12-15 07:29:53,INMP441,65.2,People,59.2,1.85,-106,6.8
2025-12-15 07:30:53,INMP441,63.8,People,59.7,1.72,-109,5.5
2025-12-15 07:31:53,INMP441,64.1,People,59.4,1.79,-108,7.3
2025-12-15 07:32:53,INMP441,63.4,People,59.3,1.75,-107,8.5
2025-12-15 07:33:53,INMP441,64.1,People,59.7,1.88,-105,7.8
2025-12-15 07:34:53,INMP441,64.5,People,59.6,1.94,-111,4.0
2025-12-15 07:35:53,INMP441,63.9,People,59.3,1.76,-109,7.0
2025-12-15 07:36:53,INMP441,64.6,People,59.5,1.74,-116,-5.0
2025-12-15 07:37:53,INMP441,64.3,People,59.4,1.76,-104,10.3
2025-12-15 07:38:53,INMP441,64.7,People,59.5,1.94,-108,7.3
2025-12-15 07:39:53,INMP441,63.0,Background Noise,59.1,1.71,-107,7.8
2025-12-15 07:40:53,INMP441,64.4,People,59.5,1.8,-107,8.0
2025-12-15 07:41:53,INMP441,64.0,People,59.3,1.78,-105,9.8
2025-12-15 07:42:53,INMP441,63.3,People,59.5,1.64,-106,6.3
2025-12-15 07:43:53,INMP441,63.8,Background Noise,59.6,1.92,-106,8.8
2025-12-15 07:44:53,INMP441,64.2,People,59.4,1.85,-116,-4.8
2025-12-15 07:45:53,INMP441,64.6,People,59.5,1.84,-112,2.5
2025-12-15 07:46:53,INMP441,63.9,Background Noise,59.2,1.83,-111,3.8
2025-12-15 07:47:53,INMP441,64.5,People,59.4,1.85,-107,6.8
2025-12-15 07:48:53,INMP441,63.9,Background Noise,59.2,1.78,-108,7.0
2025-12-15 07:49:53,INMP441,63.7,People,59.2,1.64,-107,7.5
2025-12-15 07:50:54,INMP441,63.8,People,59.4,1.71,-107,7.3
2025-12-15 07:51:54,INMP441,63.9,Background Noise,59.4,1.8,-109,4.8
2025-12-15 07:52:54,INMP441,64.1,Background Noise,59.7,1.82,-109,6.3
2025-12-15 07:53:54,INMP441,64.1,People,59.5,1.8,-115,-1.5
2025-12-15 07:54:54,INMP441,64.3,People,59.4,1.98,-114,1.0
2025-12-15 07:55:54,INMP441,66.6,People,59.6,1.88,-105,4.3
2025-12-15 07:57:54,INMP441,66.0,Background Noise,59.5,1.82,-109,6.3
2025-12-15 07:58:54,INMP441,63.3,People,59.3,1.75,-106,8.5
2025-12-15 07:59:54,INMP441,63.2,People,59.5,1.83,-107,8.3
2025-12-15 08:00:54,INMP441,65.2,People,59.7,1.76,-106,8.8
2025-12-15 08:01:54,INMP441,63.7,People,59.7,1.89,-106,8.8
2025-12-15 08:02:54,INMP441,64.8,Background Noise,59.5,1.84,-107,5.8
2025-12-15 08:03:54,INMP441,67.3,People,60.1,2.05,-112,2.8
2025-12-15 08:05:54,INMP441,63.9,People,59.4,1.86,-106,7.3
2025-12-15 08:06:54,INMP441,64.0,Background Noise,59.4,1.76,-106,8.5
2025-12-15 08:07:54,INMP441,64.8,People,59.3,1.9,-105,9.3
2025-12-15 08:08:54,INMP441,64.7,Background Noise,59.3,1.86,-107,8.5
2025-12-15 08:09:54,INMP441,64.3,People,59.5,1.8,-107,8.5
2025-12-15 08:10:54,INMP441,65.2,People,59.3,1.87,-111,4.3
2025-12-15 08:11:54,INMP441,63.7,People,59.1,1.76,-106,8.8
2025-12-15 08:12:54,INMP441,64.0,People,59.3,1.84,-110,5.8
2025-12-15 08:14:54,INMP441,63.6,People,59.3,1.87,-106,8.5
2025-12-15 08:15:54,INMP441,64.1,People,59.3,1.85,-105,9.0
2025-12-15 08:16:54,INMP441,63.7,People,59.1,1.76,-109,6.5
2025-12-15 08:17:54,INMP441,63.6,People,59.1,1.83,-105,7.3
2025-12-15 08:18:54,INMP441,63.7,People,58.9,1.66,-110,4.8
2025-12-15 08:19:55,INMP441,63.8,Background Noise,59.3,1.8,-106,7.3
2025-12-15 08:21:55,INMP441,64.0,Background Noise,59.4,1.79,-105,9.3
2025-12-15 08:22:55,INMP441,64.6,People,59.3,1.92,-109,6.8
2025-12-15 08:23:55,INMP441,65.2,People,59.3,1.79,-107,8.0
2025-12-15 08:24:55,INMP441,64.1,Background Noise,59.3,1.81,-116,-8.0
2025-12-15 08:25:55,INMP441,64.8,People,59.4,1.88,-104,9.8
2025-12-15 08:26:55,INMP441,64.3,People,59.6,1.81,-115,-0.5
2025-12-15 08:27:55,INMP441,64.7,People,59.2,1.95,-108,7.0
2025-12-15 08:28:55,INMP441,70.4,People,59.4,2.09,-104,8.8
2025-12-15 08:29:55,INMP441,66.9,People,59.2,1.94,-110,5.3
2025-12-15 08:30:55,INMP441,64.2,People,59.2,1.84,-108,7.5
2025-12-15 08:32:55,INMP441,64.7,Background Noise,59.4,1.87,-106,9.0
2025-12-15 08:33:55,INMP441,64.4,People,59.3,1.91,-106,9.0
2025-12-15 08:34:55,INMP441,64.0,People,59.3,1.87,-114,
2025-12-15 08:35:55,INMP441,64.1,People,59.3,1.83,-106,8.5
2025-12-15 08:36:55,INMP441,63.3,Background Noise,59.4,1.67,-111,4.8
2025-12-15 08:37:55,INMP441,63.9,Vehicle,59.5,1.69,-108,5.5
2025-12-15 08:38:55,INMP441,65.4,Background Noise,59.6,1.81,-109,6.5
2025-12-15 08:39:55,INMP441,64.3,People,59.6,1.85,-107,8.3
2025-12-15 08:40:55,INMP441,63.6,Background Noise,59.2,1.76,-106,8.8
2025-12-15 08:41:55,INMP441,64.4,Background Noise,59.2,1.97,-113,1.5
2025-12-15 08:42:55,INMP441,64.5,Background Noise,59.4,1.89,-117,-5.5
2025-12-15 08:43:55,INMP441,63.0,People,59.1,1.63,-113,2.3
2025-12-15 08:44:55,INMP441,63.2,Background Noise,59.0,1.82,-107,7.0
2025-12-15 08:45:56,INMP441,64.0,People,59.6,1.69,-105,9.3
2025-12-15 08:46:56,INMP441,64.2,People,59.7,1.87,-109,6.3
2025-12-15 08:47:56,INMP441,70.5,People,59.8,2.26,-108,7.0
2025-12-15 08:48:56,INMP441,64.0,People,59.5,1.8,-106,8.8
2025-12-15 08:49:56,INMP441,63.2,Background Noise,59.2,1.82,-115,-4.0
2025-12-15 08:50:56,INMP441,64.5,People,59.7,1.83,-113,1.5
2025-12-15 08:51:56,INMP441,64.2,Background Noise,59.4,1.75,-110,6.0
2025-12-15 08:52:56,INMP441,64.2,Background Noise,59.3,1.82,-107,5.8
2025-12-15 08:53:56,INMP441,65.6,People,59.4,2.01,-116,-3.5
2025-12-15 08:54:56,INMP441,72.9,People,60.0,3.2,-109,6.3
2025-12-15 08:55:56,INMP441,63.9,People,59.6,1.71,-114,1.5
2025-12-15 08:56:56,INMP441,64.3,People,59.9,1.88,-106,8.8
2025-12-15 08:57:56,INMP441,64.5,People,59.7,1.84,-107,8.5
2025-12-15 08:58:56,INMP441,63.8,Background Noise,59.4,1.75,-116,-6.3
2025-12-15 08:59:56,INMP441,64.0,People,60.1,1.56,-107,8.5
2025-12-15 09:00:56,INMP441,64.1,People,60.0,1.61,-109,6.5
2025-12-15 09:01:56,INMP441,66.9,People,60.8,1.88,-111,4.3
2025-12-15 09:02:56,INMP441,69.7,People,60.3,2.12,-107,7.5
2025-12-15 09:03:56,INMP441,64.3,Background Noise,59.7,1.74,-113,-0.5
2025-12-15 09:04:56,INMP441,64.9,People,59.9,1.78,-107,7.0
2025-12-15 09:05:56,INMP441,67.1,People,59.8,2.05,-117,-8.3
2025-12-15 09:06:56,INMP441,77.6,Vehicle,60.0,2.21,-117,-7.3
2025-12-15 09:07:56,INMP441,65.4,People,60.5,1.8,-110,5.3
2025-12-15 09:08:56,INMP441,66.5,People,60.1,1.87,-112,3.3
2025-12-15 09:09:56,INMP441,65.7,People,59.9,1.85,-114,1.3
2025-12-15 09:10:56,INMP441,66.8,People,60.0,1.8,-108,3.5
2025-12-15 09:11:56,INMP441,71.1,People,60.4,2.13,-111,5.0
2025-12-15 09:12:57,INMP441,67.8,People,60.4,1.97,-109,6.5
2025-12-15 09:13:57,INMP441,72.7,People,60.9,2.38,-116,-4.3
2025-12-15 09:14:57,INMP441,64.5,People,59.8,1.88,-114,-0.3
2025-12-15 09:15:57,INMP441,64.4,People,60.2,1.58,-108,7.0
2025-12-15 09:16:57,INMP441,66.5,People,60.2,1.82,-115,-0.8
2025-12-15 09:17:57,INMP441,64.8,People,59.9,1.77,-109,7.0
2025-12-15 09:18:57,INMP441,77.0,People,59.5,2.25,-109,6.0
2025-12-15 09:19:57,INMP441,64.3,People,59.2,1.68,-106,8.5
2025-12-15 09:20:57,INMP441,63.7,People,59.5,1.83,-106,7.3
2025-12-15 09:21:57,INMP441,67.6,People,59.6,1.88,-117,-6.8
2025-12-15 09:22:57,INMP441,69.9,People,61.1,2.48,-113,0.8
2025-12-15 09:23:57,INMP441,70.3,People,61.2,2.48,-107,7.3
2025-12-15 09:24:57,INMP441,67.8,People,60.8,2.13,-107,8.8
2025-12-15 09:25:57,INMP441,66.9,People,60.8,2.03,-112,2.5
2025-12-15 09:26:57,INMP441,67.3,People,60.9,2.03,-107,8.0
2025-12-15 09:27:57,INMP441,67.0,People,61.0,2.08,-113,1.5
2025-12-15 09:28:57,INMP441,66.1,People,60.5,1.94,-112,3.5
2025-12-15 09:29:57,INMP441,67.4,People,60.3,1.86,-106,8.8
2025-12-15 09:30:57,INMP441,75.8,People,60.0,2.24,-115,-4.3
2025-12-15 09:31:57,INMP441,66.9,People,60.8,2.04,-113,2.0
2025-12-15 09:32:57,INMP441,65.2,People,60.3,1.97,-107,7.8
2025-12-15 09:33:57,INMP441,69.0,People,60.5,2.13,-107,6.5
2025-12-15 09:34:57,INMP441,65.7,People,60.2,1.92,-107,8.3
2025-12-15 09:35:57,INMP441,65.9,People,60.2,1.94,-109,5.3
2025-12-15 09:36:57,INMP441,70.2,People,61.1,1.96,-109,6.3
2025-12-15 09:37:58,INMP441,65.1,People,60.9,1.7,-113,2.8
2025-12-15 09:38:58,INMP441,68.5,People,61.4,2.23,-113,1.0
2025-12-15 09:39:58,INMP441,69.8,People,62.6,2.48,-111,4.3
2025-12-15 09:40:58,INMP441,75.7,People,65.5,3.85,-112,-0.8
2025-12-15 09:41:58,INMP441,73.9,People,65.0,2.8,-110,2.5
2025-12-15 09:42:58,INMP441,73.1,People,64.9,2.84,-106,9.0
2025-12-15 09:43:58,INMP441,73.2,People,63.2,2.71,-105,9.5
2025-12-15 09:44:58,INMP441,68.5,People,62.3,2.61,-109,6.8
2025-12-15 09:45:58,INMP441,69.5,People,62.1,2.63,-115,-3.3
2025-12-15 09:46:58,INMP441,,,,,-112,3.3
2025-12-15 09:47:58,INMP441,,,,,-108,7.0
2025-12-15 09:48:58,INMP441,,,,,-112,2.8
2025-12-15 09:49:58,INMP441,,,,,-111,4.5
2025-12-15 09:50:58,INMP441,,,,,-107,5.5
2025-12-15 09:51:58,INMP441,,,,,-114,0.8
2025-12-15 09:52:58,INMP441,,,,,-110,5.8
2025-12-15 09:53:58,INMP441,,,,,-106,8.8
2025-12-15 09:54:58,INMP441,,,,,-114,-0.5
2025-12-15 09:55:58,INMP441,,,,,-106,9.3
2025-12-15 09:56:58,INMP441,,,,,-111,3.8
2025-12-15 09:57:58,INMP441,,,,,-108,7.0
2025-12-15 09:58:58,INMP441,,,,,-109,5.5
2025-12-15 09:59:58,INMP441,,,,,-110,5.3
2025-12-15 10:00:58,INMP441,,,,,-108,7.5
2025-12-15 10:01:58,INMP441,,,,,-114,0.5
2025-12-15 10:02:58,INMP441,,,,,-112,-6.0
2025-12-15 10:06:39,INMP441,,,,0,0,0,0,0,0,,,,-113,-0.8
2025-12-15 10:06:49,TestLab,65.9,People,54.0,52.1,55.2,0.0,47.1,52.9,0.0,40.9,52.8,56.5,-103,10.5
2025-12-15 10:07:39,INMP441,,,,0,0,0,0,0,0,,,,-106,7.5
2025-12-15 10:07:44,TestLab,57.9,People,52.9,52.3,53.2,0.0,34.9,65.1,0.0,50.3,52.6,54.9,-98,12.8
2025-12-15 10:08:39,INMP441,,,,0,0,0,0,0,0,,,,-107,7.3
2025-12-15 10:08:44,TestLab,67.9,People,53.5,52.2,54.0,0.0,31.7,68.3,0.0,50.1,52.6,55.3,-103,10.5
2025-12-15 10:09:39,INMP441,,,,0,0,0,0,0,0,,,,-112,2.8
2025-12-15 10:09:44,TestLab,66.0,Background Noise,52.6,53.3,51.9,0.0,45.4,54.6,0.0,40.6,51.6,54.4,-100,11.8
2025-12-15 10:10:39,INMP441,,,,0,0,0,0,0,0,,,,-117,-8.3
2025-12-15 10:10:44,TestLab,62.4,People,53.0,52.2,53.5,0.0,44.6,55.4,0.0,40.9,52.4,55.1,-101,11.5
2025-12-15 10:11:39,INMP441,,,,0,0,0,0,0,0,,,,-107,6.8
2025-12-15 10:11:44,TestLab,64.3,Background Noise,53.3,53.1,53.6,0.0,52.9,47.1,0.0,40.7,52.5,55.7,-100,11.5
2025-12-15 10:12:44,TestLab,63.1,Background Noise,52.8,52.5,53.1,52.6,60.8,38.7,0.4,41.0,51.9,55.0,-100,10.3
2025-12-15 10:23:19,TestLab,74.1,People,57.1,52.9,61.1,53.2,70.5,29.0,0.4,40.9,51.9,56.5,-96,13.0
2025-12-15 10:24:46,TestLab,70.8,People,57.0,54.0,58.9,58.5,52.5,47.1,0.4,50.2,52.8,59.2,-92,13.5
2025-12-15 10:25:46,TestLab,59.8,People,52.5,51.7,53.0,51.3,37.3,62.2,0.4,40.8,52.3,54.9,-97,12.3
2025-12-15 10:26:47,TestLab,56.4,People,51.8,51.4,52.0,53.3,45.8,53.3,0.8,40.6,51.5,54.3,-93,13.0
2025-12-15 10:27:18,INMP441,73.9,People,65.5,63.1,65.6,0.0,5.8,94.2,0.0,59.8,63.9,69.0,-107,7.8
2025-12-15 10:27:47,TestLab,71.1,Background Noise,55.7,54.6,57.3,52.2,66.2,33.3,0.4,40.7,52.1,57.6,-100,11.8
2025-12-15 10:28:18,INMP441,71.4,People,62.4,59.6,62.7,0.0,12.9,87.1,0.0,58.1,60.9,65.0,-109,6.5
2025-12-15 10:28:47,TestLab,69.2,People,58.5,53.2,60.8,0.0,48.7,51.2,0.0,40.8,53.0,62.9,-105,8.8
2025-12-15 10:29:18,INMP441,76.1,People,65.9,59.2,66.0,0.0,4.2,95.8,0.0,59.1,62.9,69.9,-115,-1.0
2025-12-15 10:29:47,TestLab,67.4,People,55.5,52.7,57.2,0.0,49.6,50.4,0.0,40.9,52.6,59.4,-95,13.3
2025-12-15 10:30:18,INMP441,70.9,People,64.7,60.5,64.9,0.0,6.2,93.7,0.0,59.0,63.8,67.5,-107,3.0
2025-12-15 10:30:47,TestLab,72.2,Background Noise,54.3,54.5,53.7,0.0,72.5,27.5,0.0,40.7,51.9,55.0,-95,13.0
2025-12-15 10:31:18,INMP441,75.2,People,64.3,61.2,64.7,0.0,13.3,86.7,0.0,59.6,63.0,66.8,-109,6.3
2025-12-15 10:31:47,TestLab,64.0,People,53.7,52.4,55.1,0.0,61.0,39.0,0.0,50.2,52.3,56.2,-99,12.0
2025-12-15 10:32:18,INMP441,71.1,People,64.0,60.1,64.4,0.0,15.4,84.6,0.0,59.1,62.2,67.5,-108,5.3
2025-12-15 10:32:47,TestLab,71.8,People,57.8,53.2,63.1,56.8,78.3,21.2,0.4,50.1,52.7,59.1,-94,11.3
2025-12-15 10:33:18,INMP441,71.1,People,61.2,59.8,61.4,0.0,19.2,80.8,0.0,57.8,60.3,63.5,-110,4.3
2025-12-15 10:33:47,TestLab,60.4,Background Noise,51.4,51.3,52.8,0.0,96.7,3.3,0.0,40.5,51.0,53.5,-102,11.3
2025-12-15 10:34:18,INMP441,66.8,People,60.1,59.5,60.4,0.0,35.8,64.2,0.0,57.3,59.4,61.9,-114,1.5
2025-12-15 10:34:47,TestLab,73.0,People,58.2,52.4,63.0,0.0,73.3,26.7,0.0,40.8,52.4,61.4,-98,12.5
2025-12-15 10:35:18,INMP441,68.6,People,60.5,59.7,60.8,59.9,29.2,70.4,0.4,57.5,59.8,62.7,-112,3.5
2025-12-15 10:35:47,TestLab,66.9,Background Noise,52.3,52.0,55.7,0.0,94.6,5.4,0.0,40.7,51.2,53.9,-105,9.0
2025-12-15 10:36:18,INMP441,69.2,People,61.9,60.4,62.6,0.0,37.9,62.1,0.0,58.0,60.7,64.5,-107,7.8
2025-12-15 10:36:47,TestLab,63.8,People,54.3,53.1,57.9,0.0,83.4,16.6,0.0,40.8,51.6,57.5,-101,11.5
2025-12-15 10:37:18,INMP441,69.9,People,62.1,59.9,62.7,0.0,27.9,72.1,0.0,57.7,60.8,64.5,-109,6.8
2025-12-15 10:37:47,TestLab,62.9,People,51.9,51.5,55.6,0.0,93.3,6.7,0.0,40.6,51.3,54.0,-102,11.0
2025-12-15 10:38:18,INMP441,69.7,People,61.2,59.7,61.6,0.0,24.1,75.9,0.0,58.1,60.3,63.4,-107,7.8
2025-12-15 10:38:47,TestLab,74.7,People,56.2,53.1,60.8,0.0,78.3,21.7,0.0,40.4,51.8,57.8,-103,10.5
2025-12-15 10:39:18,INMP441,76.0,People,65.2,60.9,65.6,62.2,10.4,89.2,0.4,59.5,62.7,68.5,-107,-4.0
2025-12-15 10:39:47,TestLab,78.5,People,62.6,58.2,64.0,0.0,38.7,61.2,0.0,50.3,55.3,65.9,-114,1.0
2025-12-15 10:40:19,INMP441,68.9,People,62.1,60.1,62.5,0.0,22.5,77.5,0.0,58.1,61.2,64.6,-109,6.0
2025-12-15 10:40:47,TestLab,66.5,People,54.7,53.2,59.1,0.0,85.8,14.2,0.0,40.7,52.0,57.0,-100,11.8
2025-12-15 10:41:19,INMP441,72.3,People,62.1,60.1,62.5,0.0,20.4,79.6,0.0,58.4,61.2,64.0,-106,6.5
2025-12-15 10:41:47,TestLab,64.7,Background Noise,52.3,52.3,51.1,0.0,97.9,2.1,0.0,40.5,51.5,54.1,-98,12.8
2025-12-15 10:42:19,INMP441,68.5,People,60.8,59.7,61.4,0.0,41.1,58.9,0.0,57.8,59.9,63.0,-113,1.8
