time,deviceName,Lmax_dB,Lmax_class,LAeq1min_dB,LAeq_Background Noise,LAeq_People,LAeq_Vehicle,pct_Background Noise,pct_People,pct_Vehicle,P10_dB,P50_dB,P90_dB,rssi,snr
2026-01-17 00:01:48,INMP441,50.8,Background Noise,50.8,50.8,50.8,0.0,99.9,0.1,0.0,50.8,50.8,50.8,-101,11.0
2026-01-17 00:06:48,INMP441,50.8,Background Noise,50.8,50.8,0.0,0.0,100.0,0.0,0.0,50.8,50.8,50.8,-101,11.5
2026-01-17 00:11:48,INMP441,50.8,Background Noise,50.8,50.8,0.0,0.0,100.0,0.0,0.0,50.8,50.8,50.8,-101,11.3
2026-01-17 00:16:48,INMP441,50.8,Background Noise,50.8,50.8,0.0,0.0,100.0,0.0,0.0,50.8,50.8,50.8,-101,11.8
2026-01-17 00:21:48,INMP441,50.8,Background Noise,50.8,50.8,0.0,0.0,100.0,0.0,0.0,50.8,50.8,50.8,-100,10.0
2026-01-17 00:26:49,INMP441,50.8,Background Noise,50.8,50.8,0.0,0.0,100.0,0.0,0.0,50.8,50.8,50.8,-101,11.8
2026-01-17 00:31:49,INMP441,50.8,Background Noise,50.8,50.8,50.8,0.0,99.8,0.2,0.0,50.8,50.8,50.8,-101,8.5
2026-01-17 00:36:49,INMP441,50.8,Background Noise,50.8,50.8,0.0,0.0,100.0,0.0,0.0,50.8,50.8,50.8,-101,11.5
2026-01-17 00:41:49,INMP441,50.8,Background Noise,50.8,50.8,0.0,0.0,100.0,0.0,0.0,50.8,50.8,50.8,-101,11.0
2026-01-17 00:46:49,INMP441,50.8,Background Noise,50.8,50.8,0.0,0.0,100.0,0.0,0.0,50.8,50.8,50.8,-101,11.8
2026-01-17 00:51:49,INMP441,50.8,Background Noise,50.8,50.8,0.0,0.0,100.0,0.0,0.0,50.8,50.8,50.8,-101,11.8
2026-01-17 00:56:49,INMP441,50.8,Background Noise,50.8,50.8,0.0,0.0,100.0,0.0,0.0,50.8,50.8,50.8,-101,11.0
2026-01-17 01:01:49,INMP441,50.8,Background Noise,50.8,50.8,0.0,0.0,100.0,0.0,0.0,50.8,50.8,50.8,-100,12.0
2026-01-17 01:06:50,INMP441,50.8,Background Noise,50.8,50.8,0.0,0.0,100.0,0.0,0.0,50.8,50.8,50.8,-101,10.0
2026-01-17 01:11:50,INMP441,50.8,Background Noise,50.8,50.8,50.8,0.0,99.8,0.2,0.0,50.8,50.8,50.8,-101,11.8
2026-01-17 01:16:50,INMP441,50.8,Background Noise,50.8,50.8,50.8,0.0,95.0,5.0,0.0,50.8,50.8,50.8,-101,9.5
2026-01-17 01:21:50,INMP441,50.8,Background Noise,50.8,50.8,0.0,0.0,100.0,0.0,0.0,50.8,50.8,50.8,-101,11.8
2026-01-17 01:26:50,INMP441,50.8,Background Noise,50.8,50.8,0.0,0.0,100.0,0.0,0.0,50.8,50.8,50.8,-100,11.8
2026-01-17 01:31:50,INMP441,50.8,Background Noise,50.8,50.8,0.0,0.0,100.0,0.0,0.0,50.8,50.8,50.8,-101,11.5
2026-01-17 01:36:50,INMP441,50.8,Background Noise,50.8,50.8,0.0,0.0,100.0,0.0,0.0,50.8,50.8,50.8,-101,11.5
2026-01-17 01:41:50,INMP441,50.8,Background Noise,50.8,50.8,0.0,0.0,100.0,0.0,0.0,50.8,50.8,50.8,-101,12.0
2026-01-17 01:46:51,INMP441,50.8,Background Noise,50.8,50.8,50.8,0.0,99.9,0.1,0.0,50.8,50.8,50.8,-101,11.5
2026-01-17 01:51:51,INMP441,50.8,Background Noise,50.8,50.8,0.0,0.0,100.0,0.0,0.0,50.8,50.8,50.8,-101,11.8
2026-01-17 01:56:51,INMP441,50.8,Background Noise,50.8,50.8,0.0,0.0,100.0,0.0,0.0,50.8,50.8,50.8,-101,11.5
2026-01-17 02:01:51,INMP441,50.8,Background Noise,50.8,50.8,0.0,0.0,100.0,0.0,0.0,50.8,50.8,50.8,-102,11.0
2026-01-17 02:06:51,INMP441,50.8,Background Noise,50.8,50.8,0.0,0.0,100.0,0.0,0.0,50.8,50.8,50.8,-101,11.8
2026-01-17 02:11:51,INMP441,51.8,Background Noise,50.5,50.5,0.0,0.0,100.0,0.0,0.0,50.4,50.4,50.8,-100,12.0
2026-01-17 02:16:51,INMP441,50.4,Background Noise,50.4,50.4,50.4,0.0,99.9,0.1,0.0,50.4,50.4,50.4,-101,11.5
2026-01-17 02:21:51,INMP441,50.4,Background Noise,50.4,50.4,0.0,0.0,100.0,0.0,0.0,50.4,50.4,50.4,-100,12.0
2026-01-17 02:26:52,INMP441,50.4,Background Noise,50.4,50.4,0.0,0.0,100.0,0.0,0.0,50.4,50.4,50.4,-100,10.3
2026-01-17 02:31:52,INMP441,50.4,Background Noise,50.4,50.4,50.4,0.0,99.9,0.1,0.0,50.4,50.4,50.4,-101,11.0
2026-01-17 02:36:52,INMP441,50.4,Background Noise,50.4,50.4,50.4,0.0,99.9,0.1,0.0,50.4,50.4,50.4,-100,11.8
2026-01-17 02:41:52,INMP441,50.4,Background Noise,50.4,50.4,0.0,0.0,100.0,0.0,0.0,50.4,50.4,50.4,-100,12.0
2026-01-17 02:46:52,INMP441,50.4,Background Noise,50.4,50.4,50.4,0.0,99.9,0.1,0.0,50.4,50.4,50.4,-101,11.8
2026-01-17 02:51:52,INMP441,50.4,Background Noise,50.4,50.4,50.4,0.0,99.8,0.2,0.0,50.4,50.4,50.4,-101,11.5
2026-01-17 02:56:52,INMP441,50.4,Background Noise,50.4,50.4,0.0,0.0,100.0,0.0,0.0,50.4,50.4,50.4,-101,11.8
