time,deviceName,temperature,humidity,pressure_hPa,battery_mV,battery_pct,rssi,snr
2025-12-21 00:00:04,NODO 1.2,25.73,88.49,1004.0,3905.0,88.2,-96,13.3
2025-12-21 00:00:07,NODO 1.14,25.16,83.37,1005.0,3935.0,88.5,-93,11.0
2025-12-21 00:00:41,NODO 1.9,25.4,77.48,1005.0,3930.0,88.4,-103,10.5
2025-12-21 00:00:53,NODO 1.20,25.58,84.8,1006.0,3900.0,88.2,-106,8.8
2025-12-21 00:02:09,NODO 1.24,25.93,74.91,1006.0,3974.0,88.9,-117,-4.5
2025-12-21 00:02:13,NODO 1.27,24.66,79.33,1005.0,3704.0,86.9,-93,13.3
2025-12-21 00:03:30,NODO 1.32,25.66,93.57,1004.0,3964.0,87.2,-110,5.3
2025-12-21 00:03:48,NODO 1.8,25.37,88.17,1004.0,3945.0,87.4,-101,11.5
2025-12-21 00:03:51,NODO 1.31,24.59,81.5,1005.0,3886.0,87.2,-113,3.0
2025-12-21 00:05:37,NODO 1.29,24.9,79.66,1004.0,3930.0,86.8,-92,13.5
2025-12-21 00:06:46,NODO 1.16,25.48,76.84,1005.0,3935.0,89.1,-117,-6.5
2025-12-21 00:07:16,NODO 1.11,25.19,80.57,1004.0,3984.0,89.3,-97,13.0
2025-12-21 00:07:19,NODO 1.1,24.77,82.29,1004.0,3915.0,89.0,-110,5.5
2025-12-21 00:12:02,NODO 1.10,24.65,82.07,1006.0,3925.0,89.4,-84,13.8
2025-12-21 00:13:30,NODO 1.3,26.88,68.91,1006.0,3900.0,89.1,-117,-7.0
2025-12-21 00:15:37,NODO 1.5,25.27,79.74,1004.0,3915.0,88.9,-99,10.3
2025-12-21 00:15:37,NODO 1.21,25.13,77.42,1005.0,3915.0,88.2,-117,-6.8
2025-12-21 00:17:07,NODO 1.28,25.27,89.48,1005.0,3915.0,88.2,-105,9.5
2025-12-21 00:21:03,NODO 1.12,24.6,83.16,1005.0,3920.0,88.2,-105,9.0
2025-12-21 00:22:00,NODO 1.6,25.84,74.44,1006.0,3920.0,88.3,-116,-4.3
2025-12-21 00:23:37,NODO 1.22,26.71,71.85,1005.0,3915.0,88.3,-116,-3.0
2025-12-21 00:24:18,NODO 1.4,25.04,78.71,1005.0,3949.0,88.7,-103,10.8
2025-12-21 00:25:21,NODO 1.17,26.95,67.7,1006.0,3891.0,88.5,-116,-4.0
2025-12-21 00:26:27,NODO 1.30,24.61,88.78,1005.0,3945.0,88.7,-111,4.5
2025-12-21 00:27:42,NODO 1.26,27.01,73.24,1006.0,3915.0,88.7,-117,-7.3
2025-12-21 00:28:23,NODO 1.18,24.5,91.73,1005.0,3905.0,88.5,-104,8.3
2025-12-21 00:29:57,NODO 1.2,25.38,89.99,1004.0,3905.0,88.1,-91,14.0
2025-12-21 00:30:03,NODO 1.14,25.03,83.23,1005.0,3930.0,88.5,-94,13.5
2025-12-21 00:30:35,NODO 1.9,25.14,79.55,1005.0,3930.0,88.3,-101,10.8
2025-12-21 00:30:48,NODO 1.20,25.21,87.46,1006.0,3900.0,88.2,-108,-5.3
2025-12-21 00:32:05,NODO 1.24,25.75,76.57,1006.0,3964.0,88.8,-114,0.5
2025-12-21 00:32:07,NODO 1.27,24.38,79.85,1005.0,3700.0,86.7,-97,11.3
2025-12-21 00:33:26,NODO 1.32,25.42,95.68,1004.0,3969.0,87.1,-108,7.0
2025-12-21 00:33:44,NODO 1.31,24.27,82.86,1005.0,3886.0,86.7,-110,5.3
2025-12-21 00:33:45,NODO 1.8,25.19,87.66,1004.0,3945.0,87.1,-110,5.8
2025-12-21 00:35:33,NODO 1.29,24.62,81.77,1004.0,3930.0,86.8,-97,12.5
2025-12-21 00:36:45,NODO 1.16,25.29,78.61,1005.0,3935.0,89.2,-115,-1.8
2025-12-21 00:37:14,NODO 1.11,24.94,81.91,1004.0,3969.0,89.2,-104,10.0
2025-12-21 00:37:17,NODO 1.1,24.56,83.83,1004.0,3915.0,89.4,-111,4.3
2025-12-21 00:41:56,NODO 1.10,24.43,82.46,1005.0,3915.0,89.1,-84,13.5
2025-12-21 00:43:28,NODO 1.3,26.74,69.77,1006.0,3900.0,88.8,-117,-6.3
2025-12-21 00:44:07,NODO 1.19,25.15,76.31,1006.0,3925.0,88.7,-118,-10.5
2025-12-21 00:45:33,NODO 1.5,25.17,80.68,1004.0,3920.0,88.2,-97,12.8
2025-12-21 00:45:33,NODO 1.21,24.9,79.27,1005.0,3915.0,88.2,-116,-3.8
2025-12-21 00:47:02,NODO 1.28,25.07,90.8,1005.0,3915.0,88.2,-104,10.5
2025-12-21 00:51:01,NODO 1.12,24.51,84.72,1005.0,3925.0,88.5,-103,10.3
2025-12-21 00:51:55,NODO 1.6,25.65,75.62,1006.0,3925.0,88.5,-117,-8.3
