time,deviceName,temperature,humidity,pressure_hPa,battery_mV,battery_pct,rssi,snr
2026-01-04 00:00:34,NODO 1.28,25.75,90.63,1007.0,3812.0,85.4,-111,4.0
2026-01-04 00:03:17,NODO 1.15,25.14,94.09,1007.0,3822.0,84.0,-117,-9.0
2026-01-04 00:03:48,NODO 1.17,25.64,78.51,1006.0,3847.0,84.0,-94,12.8
2026-01-04 00:03:57,NODO 1.14,25.87,84.68,1007.0,3886.0,84.5,-90,13.8
2026-01-04 00:04:27,NODO 1.4,25.7,79.88,1006.0,3900.0,85.2,-95,11.5
2026-01-04 00:04:33,NODO 1.19,24.84,82.93,1007.0,3861.0,85.7,-87,13.3
2026-01-04 00:04:50,NODO 1.6,24.96,85.74,1007.0,3793.0,85.4,-88,14.0
2026-01-04 00:05:19,NODO 1.24,24.95,85.56,1006.0,3915.0,86.0,-112,4.0
2026-01-04 00:05:46,NODO 1.31,25.27,84.34,1007.0,3842.0,85.6,-113,1.8
2026-01-04 00:06:29,NODO 1.8,25.67,90.44,1006.0,3891.0,85.5,-110,5.5
2026-01-04 00:06:35,NODO 1.26,25.76,85.96,1007.0,3778.0,84.6,-104,10.3
2026-01-04 00:08:07,NODO 1.2,25.74,92.41,1006.0,3856.0,85.3,-92,13.3
2026-01-04 00:08:30,NODO 1.21,25.47,80.64,1007.0,3856.0,84.6,-110,3.5
2026-01-04 00:10:15,NODO 1.20,25.91,87.97,1007.0,3847.0,84.7,-111,3.8
2026-01-04 00:12:21,NODO 1.22,25.54,83.14,1006.0,3886.0,84.6,-104,9.0
2026-01-04 00:14:51,NODO 1.18,25.53,90.97,1006.0,3847.0,85.4,-101,12.0
2026-01-04 00:15:25,NODO 1.7,25.14,85.18,1006.0,3881.0,85.7,-103,9.3
2026-01-04 00:15:38,NODO 1.16,25.45,82.79,1007.0,3891.0,86.0,-109,6.5
2026-01-04 00:16:07,NODO 1.9,25.77,80.67,1007.0,3886.0,86.4,-99,11.5
2026-01-04 00:18:07,NODO 1.29,25.44,82.45,1005.0,3861.0,86.2,-110,5.5
2026-01-04 00:18:11,NODO 1.30,25.43,86.62,1007.0,3905.0,86.7,-111,4.3
2026-01-04 00:18:14,NODO 1.12,25.39,84.14,1007.0,3881.0,86.7,-102,11.0
2026-01-04 00:21:01,NODO 1.25,25.15,81.82,1006.0,3891.0,86.7,-114,2.0
2026-01-04 00:21:36,NODO 1.27,25.45,80.59,1007.0,3347.0,79.2,-94,13.0
2026-01-04 00:22:48,NODO 1.11,25.48,82.65,1005.0,3945.0,81.0,-105,9.8
2026-01-04 00:25:20,NODO 1.10,25.46,81.21,1007.0,3881.0,80.6,-86,13.5
2026-01-04 00:25:39,NODO 1.13,25.69,80.27,1006.0,3886.0,80.7,-108,5.8
2026-01-04 00:26:21,NODO 1.32,25.78,98.75,1006.0,3925.0,81.2,-106,9.3
2026-01-04 00:26:51,NODO 1.3,25.74,79.57,1007.0,3847.0,87.3,-102,10.0
2026-01-04 00:27:37,NODO 1.1,25.17,83.29,1006.0,3871.0,86.6,-105,8.8
2026-01-04 00:28:24,NODO 1.5,26.08,80.14,1006.0,3847.0,86.3,-100,11.8
2026-01-04 00:30:31,NODO 1.28,25.66,91.32,1007.0,3812.0,85.5,-108,6.8
2026-01-04 00:33:12,NODO 1.15,25.13,93.43,1007.0,3822.0,84.3,-114,
2026-01-04 00:33:43,NODO 1.17,25.62,78.3,1006.0,3847.0,84.3,-91,13.5
2026-01-04 00:33:52,NODO 1.14,25.84,84.49,1006.0,3886.0,84.5,-90,14.0
2026-01-04 00:34:20,NODO 1.4,25.63,79.36,1006.0,3915.0,85.3,-100,11.8
2026-01-04 00:34:29,NODO 1.19,24.79,81.84,1006.0,3861.0,85.8,-84,13.8
2026-01-04 00:34:46,NODO 1.6,24.91,85.3,1007.0,3807.0,85.7,-88,13.8
2026-01-04 00:35:16,NODO 1.24,24.96,84.75,1006.0,3915.0,86.3,-112,1.5
2026-01-04 00:35:40,NODO 1.31,25.23,83.83,1006.0,3842.0,85.9,-113,3.3
2026-01-04 00:36:26,NODO 1.8,25.57,90.0,1005.0,3891.0,85.7,-115,-5.0
2026-01-04 00:36:31,NODO 1.26,25.72,85.22,1007.0,3783.0,84.8,-104,8.0
2026-01-04 00:38:04,NODO 1.2,25.62,92.34,1006.0,3861.0,85.4,-89,13.8
