time,deviceName,temperature,humidity,pressure_hPa,battery_mV,battery_pct,rssi,snr
2026-01-09 00:00:30,NODO 1.9,25.16,78.87,1006.0,3856.0,84.5,-99,10.3
2026-01-09 00:02:02,NODO 1.29,24.79,79.95,1004.0,3793.0,83.6,-98,12.8
2026-01-09 00:04:24,NODO 1.30,24.87,83.91,1006.0,3896.0,83.8,-116,-2.0
2026-01-09 00:07:06,NODO 1.12,24.84,81.32,1006.0,3807.0,83.2,-105,9.5
2026-01-09 00:07:11,NODO 1.11,25.43,76.87,1004.0,3915.0,85.2,-106,7.3
2026-01-09 00:07:30,NODO 1.7,24.95,80.46,1005.0,3832.0,84.9,-112,3.0
2026-01-09 00:08:04,NODO 1.16,25.05,79.18,1005.0,3886.0,85.9,-116,-3.8
2026-01-09 00:09:07,NODO 1.10,25.06,74.01,1006.0,3851.0,85.4,-85,13.5
2026-01-09 00:09:59,NODO 1.23,25.83,42.62,1003.0,3861.0,86.0,-115,-2.3
2026-01-09 00:10:28,NODO 1.3,25.14,77.07,1005.0,3783.0,84.5,-101,12.0
2026-01-09 00:10:59,NODO 1.13,24.91,78.85,1005.0,3832.0,84.5,-106,8.8
2026-01-09 00:11:52,NODO 1.5,25.08,79.97,1005.0,3773.0,82.9,-103,10.5
2026-01-09 00:12:00,NODO 1.1,24.67,79.75,1005.0,3827.0,82.5,-107,6.5
2026-01-09 00:13:01,NODO 1.32,25.68,91.09,1005.0,3900.0,83.1,-111,2.5
2026-01-09 00:13:40,NODO 1.14,25.38,81.07,1006.0,3817.0,83.6,-89,13.8
2026-01-09 00:15:14,NODO 1.31,24.53,80.87,1006.0,3788.0,82.9,-112,3.3
2026-01-09 00:15:46,NODO 1.17,25.07,74.97,1005.0,3773.0,82.9,-89,13.8
2026-01-09 00:16:31,NODO 1.4,25.02,76.65,1005.0,3896.0,83.9,-111,4.8
2026-01-09 00:16:38,NODO 1.15,24.07,92.14,1006.0,3758.0,81.9,-113,1.3
2026-01-09 00:18:26,NODO 1.6,23.65,86.8,1006.0,3719.0,80.5,-89,13.3
2026-01-09 00:18:41,NODO 1.26,25.25,81.68,1006.0,3749.0,79.8,-108,7.0
2026-01-09 00:19:16,NODO 1.2,25.43,86.37,1005.0,3783.0,80.1,-95,13.3
2026-01-09 00:19:54,NODO 1.27,24.9,76.14,1006.0,3915.0,80.3,-95,13.0
2026-01-09 00:20:35,NODO 1.19,23.61,77.89,1006.0,3856.0,81.7,-89,14.0
2026-01-09 00:22:05,NODO 1.20,25.68,82.71,1006.0,3822.0,83.2,-92,13.5
2026-01-09 00:24:24,NODO 1.21,24.97,71.5,1005.0,3793.0,83.8,-115,-1.0
2026-01-09 00:26:03,NODO 1.24,22.98,87.44,1005.0,3881.0,85.2,-111,4.8
2026-01-09 00:27:00,NODO 1.8,25.05,86.43,1004.0,3881.0,84.8,-110,6.5
2026-01-09 00:27:50,NODO 1.22,25.04,79.89,1004.0,3847.0,84.6,-103,10.3
2026-01-09 00:29:44,NODO 1.18,24.45,85.9,1005.0,3773.0,83.9,-101,11.3
2026-01-09 00:30:25,NODO 1.9,25.15,77.72,1006.0,3851.0,84.8,-97,12.8
2026-01-09 00:31:57,NODO 1.29,24.57,80.33,1004.0,3793.0,83.5,-106,8.5
2026-01-09 00:34:22,NODO 1.30,24.57,84.61,1005.0,3896.0,83.7,-114,-0.8
