time,deviceName,temperature,humidity,pressure_hPa,battery_mV,battery_pct,rssi,snr
2025-12-18 01:42:15,NODO 1.9,26.0,68.28,1004.0,3949.0,86.6,-118,-10.3
2025-12-18 02:42:09,NODO 1.9,25.99,68.49,1004.0,3949.0,86.6,-116,-9.0
2025-12-18 03:42:02,NODO 1.9,25.98,68.61,1004.0,3949.0,86.6,-116,-8.3
2025-12-18 04:41:55,NODO 1.9,25.95,68.69,1004.0,3949.0,86.6,-117,-7.0
2025-12-18 05:41:47,NODO 1.9,25.93,68.61,1004.0,3949.0,86.6,-117,-7.5
2025-12-18 06:41:41,NODO 1.9,25.91,68.6,1005.0,3949.0,86.6,-115,-3.3
2025-12-18 07:11:35,NODO 1.9,25.89,68.58,1005.0,3949.0,86.6,-117,-7.8
2025-12-18 08:11:27,NODO 1.9,25.9,68.77,1006.0,3949.0,86.6,-116,-2.5
2025-12-18 08:41:23,NODO 1.9,25.72,66.42,1006.0,3959.0,87.3,-116,-4.8
2025-12-18 09:11:18,NODO 1.9,25.34,66.47,1006.0,3945.0,86.3,-115,-1.0
2025-12-18 09:41:14,NODO 1.9,25.28,67.87,1007.0,3949.0,86.6,-117,-5.5
